id,company_name,channel,contact_email,status,reason,jurisdiction,lead_id,evaluated_at
366,Larimer County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Larimer County, CO",JUR-CO-LARIMER-COUNTY,2026-09-16T18:10:25.060969+00:00
365,El Paso County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","El Paso County, CO",JUR-CO-EL-PASO-COUNTY,2026-09-16T18:09:53.859795+00:00
359,Denver County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Denver County, CO",JUR-CO-DENVER-COUNTY,2026-09-16T18:09:06.216530+00:00
341,San Juan County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 9 candidate leads evaluated","San Juan County, IL",JUR-IL-SAN-JUAN-COUNTY,2026-09-16T18:09:06.214527+00:00
342,San Juan County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, IL",DISC-IL-SAN-101,2026-09-16T18:09:06.214527+00:00
343,San Juan County Commercial Lead #2,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, IL",DISC-IL-SAN-102,2026-09-16T18:09:06.214527+00:00
344,San Juan County Commercial Lead #3,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, IL",DISC-IL-SAN-103,2026-09-16T18:09:06.214527+00:00
345,San Juan County Commercial Lead #4,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, IL",DISC-IL-SAN-104,2026-09-16T18:09:06.214527+00:00
346,San Juan County Commercial Lead #5,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, IL",DISC-IL-SAN-105,2026-09-16T18:09:06.214527+00:00
347,San Juan County Commercial Lead #6,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, IL",DISC-IL-SAN-106,2026-09-16T18:09:06.214527+00:00
348,San Juan County Commercial Lead #7,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, IL",DISC-IL-SAN-107,2026-09-16T18:09:06.214527+00:00
349,San Juan County Commercial Lead #8,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, IL",DISC-IL-SAN-108,2026-09-16T18:09:06.214527+00:00
350,San Juan County Commercial Lead #9,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, IL",DISC-IL-SAN-109,2026-09-16T18:09:06.214527+00:00
358,Boulder County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Boulder County, CO",JUR-CO-BOULDER-COUNTY,2026-09-16T18:08:48.942699+00:00
357,Summit County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Summit County, OH",JUR-OH-SUMMIT-COUNTY,2026-09-16T18:08:28.348461+00:00
356,Lucas County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Lucas County, OH",JUR-OH-LUCAS-COUNTY,2026-09-16T18:07:44.612301+00:00
355,Hamilton County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Hamilton County, OH",JUR-OH-HAMILTON-COUNTY,2026-09-16T18:07:27.861819+00:00
354,Franklin County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Franklin County, OH",JUR-OH-FRANKLIN-COUNTY,2026-09-16T18:07:02.461683+00:00
353,Cuyahoga County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Cuyahoga County, OH",JUR-OH-CUYAHOGA-COUNTY,2026-09-16T18:06:16.176885+00:00
352,Wake County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Wake County, NC",JUR-NC-WAKE-COUNTY,2026-09-16T18:05:53.127644+00:00
351,Mecklenburg County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Mecklenburg County, NC",JUR-NC-MECKLENBURG-COUNTY,2026-09-16T18:05:14.516067+00:00
340,Guilford County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Guilford County, NC",JUR-NC-GUILFORD-COUNTY,2026-09-16T18:04:27.553343+00:00
339,Forsyth County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Forsyth County, NC",JUR-NC-FORSYTH-COUNTY,2026-09-16T18:04:07.395126+00:00
338,Durham County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Durham County, NC",JUR-NC-DURHAM-COUNTY,2026-09-16T18:03:26.293190+00:00
337,Richmond County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Richmond County, GA",JUR-GA-RICHMOND-COUNTY,2026-09-16T18:02:32.643960+00:00
336,Gwinnett County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Gwinnett County, GA",JUR-GA-GWINNETT-COUNTY,2026-09-16T18:01:46.480304+00:00
335,Fulton County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Fulton County, GA",JUR-GA-FULTON-COUNTY,2026-09-16T18:01:10.203991+00:00
334,Dekalb County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Dekalb County, GA",JUR-GA-DEKALB-COUNTY,2026-09-16T18:00:03.022676+00:00
333,Cobb County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Cobb County, GA",JUR-GA-COBB-COUNTY,2026-09-16T17:59:09.194618+00:00
332,Chatham County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Chatham County, GA",JUR-GA-CHATHAM-COUNTY,2026-09-16T17:58:06.499910+00:00
309,San Juan County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 9 candidate leads evaluated","San Juan County, CA",JUR-CA-SAN-JUAN-COUNTY,2026-09-16T17:58:06.465373+00:00
310,San Juan County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, CA",DISC-CA-SAN-101,2026-09-16T17:58:06.465373+00:00
311,San Juan County Commercial Lead #2,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, CA",DISC-CA-SAN-102,2026-09-16T17:58:06.465373+00:00
312,San Juan County Commercial Lead #3,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, CA",DISC-CA-SAN-103,2026-09-16T17:58:06.465373+00:00
313,San Juan County Commercial Lead #4,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, CA",DISC-CA-SAN-104,2026-09-16T17:58:06.465373+00:00
314,San Juan County Commercial Lead #5,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, CA",DISC-CA-SAN-105,2026-09-16T17:58:06.465373+00:00
315,San Juan County Commercial Lead #6,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, CA",DISC-CA-SAN-106,2026-09-16T17:58:06.465373+00:00
316,San Juan County Commercial Lead #7,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, CA",DISC-CA-SAN-107,2026-09-16T17:58:06.465373+00:00
317,San Juan County Commercial Lead #8,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, CA",DISC-CA-SAN-108,2026-09-16T17:58:06.465373+00:00
318,San Juan County Commercial Lead #9,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, CA",DISC-CA-SAN-109,2026-09-16T17:58:06.465373+00:00
331,Winnebago County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Winnebago County, IL",JUR-IL-WINNEBAGO-COUNTY,2026-09-16T17:57:39.362593+00:00
330,Will County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Will County, IL",JUR-IL-WILL-COUNTY,2026-09-16T17:57:05.747858+00:00
5,Find Your Phone Law Group,County Court Dockets & Filing Parties,contact@kaspr.io,VETTED (ARCHIVED),"Passed all scout qualification, MX deliverability, and commercial legitimacy checks","Harris County, TX (Houston)",,2026-09-16T17:56:48.251697+00:00
329,Sangamon County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Sangamon County, IL",JUR-IL-SANGAMON-COUNTY,2026-09-16T17:56:32.164658+00:00
328,Peoria County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Peoria County, IL",JUR-IL-PEORIA-COUNTY,2026-09-16T17:56:07.886295+00:00
327,Lake County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Lake County, IL",JUR-IL-LAKE-COUNTY,2026-09-16T17:55:56.440261+00:00
326,Kane County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Kane County, IL",JUR-IL-KANE-COUNTY,2026-09-16T17:55:43.683955+00:00
325,Dupage County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Dupage County, IL",JUR-IL-DUPAGE-COUNTY,2026-09-16T17:55:12.248329+00:00
324,Cook County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Cook County, IL",JUR-IL-COOK-COUNTY,2026-09-16T17:55:07.360657+00:00
323,Yuma County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Yuma County, AZ",JUR-AZ-YUMA-COUNTY,2026-09-16T17:54:36.028273+00:00
322,Yavapai County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Yavapai County, AZ",JUR-AZ-YAVAPAI-COUNTY,2026-09-16T17:54:18.263870+00:00
320,Maricopa County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Maricopa County, AZ",JUR-AZ-MARICOPA-COUNTY,2026-09-16T17:53:55.725890+00:00
321,Pima County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Pima County, AZ",JUR-AZ-PIMA-COUNTY,2026-09-16T17:53:55.725890+00:00
319,Coconino County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Coconino County, AZ",JUR-AZ-COCONINO-COUNTY,2026-09-16T17:53:26.232612+00:00
267,San Juan County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 9 candidate leads evaluated","San Juan County, FL",JUR-FL-SAN-JUAN-COUNTY,2026-09-16T17:52:26.083729+00:00
268,San Juan County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, FL",DISC-FL-SAN-101,2026-09-16T17:52:26.083729+00:00
269,San Juan County Commercial Lead #2,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, FL",DISC-FL-SAN-102,2026-09-16T17:52:26.083729+00:00
270,San Juan County Commercial Lead #3,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, FL",DISC-FL-SAN-103,2026-09-16T17:52:26.083729+00:00
271,San Juan County Commercial Lead #4,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, FL",DISC-FL-SAN-104,2026-09-16T17:52:26.083729+00:00
272,San Juan County Commercial Lead #5,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, FL",DISC-FL-SAN-105,2026-09-16T17:52:26.083729+00:00
273,San Juan County Commercial Lead #6,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, FL",DISC-FL-SAN-106,2026-09-16T17:52:26.083729+00:00
274,San Juan County Commercial Lead #7,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, FL",DISC-FL-SAN-107,2026-09-16T17:52:26.083729+00:00
275,San Juan County Commercial Lead #8,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, FL",DISC-FL-SAN-108,2026-09-16T17:52:26.083729+00:00
276,San Juan County Commercial Lead #9,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, FL",DISC-FL-SAN-109,2026-09-16T17:52:26.083729+00:00
251,Kittitas County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 9 candidate leads evaluated","Kittitas County, CA",JUR-CA-KITTITAS-COUNTY,2026-09-16T17:51:04.421563+00:00
252,Kittitas County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, CA",DISC-CA-KIT-101,2026-09-16T17:51:04.421563+00:00
253,Kittitas County Commercial Lead #2,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, CA",DISC-CA-KIT-102,2026-09-16T17:51:04.421563+00:00
254,Kittitas County Commercial Lead #3,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, CA",DISC-CA-KIT-103,2026-09-16T17:51:04.421563+00:00
255,Kittitas County Commercial Lead #4,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, CA",DISC-CA-KIT-104,2026-09-16T17:51:04.421563+00:00
256,Kittitas County Commercial Lead #5,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, CA",DISC-CA-KIT-105,2026-09-16T17:51:04.421563+00:00
257,Kittitas County Commercial Lead #6,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, CA",DISC-CA-KIT-106,2026-09-16T17:51:04.421563+00:00
258,Kittitas County Commercial Lead #7,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, CA",DISC-CA-KIT-107,2026-09-16T17:51:04.421563+00:00
259,Kittitas County Commercial Lead #8,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, CA",DISC-CA-KIT-108,2026-09-16T17:51:04.421563+00:00
260,Kittitas County Commercial Lead #9,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, CA",DISC-CA-KIT-109,2026-09-16T17:51:04.421563+00:00
233,San Juan County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 8 candidate leads evaluated","San Juan County, TX",JUR-TX-SAN-JUAN-COUNTY,2026-09-16T17:48:16.102090+00:00
234,San Juan County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, TX",DISC-TX-SAN-101,2026-09-16T17:48:16.102090+00:00
235,San Juan County Commercial Lead #2,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, TX",DISC-TX-SAN-102,2026-09-16T17:48:16.102090+00:00
236,San Juan County Commercial Lead #3,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, TX",DISC-TX-SAN-103,2026-09-16T17:48:16.102090+00:00
237,San Juan County Commercial Lead #4,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, TX",DISC-TX-SAN-104,2026-09-16T17:48:16.102090+00:00
238,San Juan County Commercial Lead #5,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, TX",DISC-TX-SAN-105,2026-09-16T17:48:16.102090+00:00
239,San Juan County Commercial Lead #6,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, TX",DISC-TX-SAN-106,2026-09-16T17:48:16.102090+00:00
240,San Juan County Commercial Lead #7,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, TX",DISC-TX-SAN-107,2026-09-16T17:48:16.102090+00:00
241,San Juan County Commercial Lead #8,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, TX",DISC-TX-SAN-108,2026-09-16T17:48:16.102090+00:00
6,Inventory Attorney Manual Law Group,County Court Dockets & Filing Parties,support@entitycheck.com,VETTED (ARCHIVED),"Passed all scout qualification, MX deliverability, and commercial legitimacy checks","Orange County, FL (Orlando)",,2026-09-16T17:46:47.560828+00:00
215,Kittitas County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 9 candidate leads evaluated","Kittitas County, FL",JUR-FL-KITTITAS-COUNTY,2026-09-16T17:46:00.688663+00:00
216,Kittitas County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, FL",DISC-FL-KIT-101,2026-09-16T17:46:00.688663+00:00
217,Kittitas County Commercial Lead #2,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, FL",DISC-FL-KIT-102,2026-09-16T17:46:00.688663+00:00
218,Kittitas County Commercial Lead #3,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, FL",DISC-FL-KIT-103,2026-09-16T17:46:00.688663+00:00
219,Kittitas County Commercial Lead #4,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, FL",DISC-FL-KIT-104,2026-09-16T17:46:00.688663+00:00
220,Kittitas County Commercial Lead #5,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, FL",DISC-FL-KIT-105,2026-09-16T17:46:00.688663+00:00
221,Kittitas County Commercial Lead #6,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, FL",DISC-FL-KIT-106,2026-09-16T17:46:00.688663+00:00
222,Kittitas County Commercial Lead #7,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, FL",DISC-FL-KIT-107,2026-09-16T17:46:00.688663+00:00
223,Kittitas County Commercial Lead #8,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, FL",DISC-FL-KIT-108,2026-09-16T17:46:00.688663+00:00
224,Kittitas County Commercial Lead #9,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, FL",DISC-FL-KIT-109,2026-09-16T17:46:00.688663+00:00
181,Kittitas County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 7 candidate leads evaluated","Kittitas County, TX",JUR-TX-KITTITAS-COUNTY,2026-09-16T17:39:59.947628+00:00
182,Kittitas County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, TX",DISC-TX-KIT-101,2026-09-16T17:39:59.947628+00:00
183,Kittitas County Commercial Lead #2,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, TX",DISC-TX-KIT-102,2026-09-16T17:39:59.947628+00:00
184,Kittitas County Commercial Lead #3,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, TX",DISC-TX-KIT-103,2026-09-16T17:39:59.947628+00:00
185,Kittitas County Commercial Lead #4,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, TX",DISC-TX-KIT-104,2026-09-16T17:39:59.947628+00:00
186,Kittitas County Commercial Lead #5,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, TX",DISC-TX-KIT-105,2026-09-16T17:39:59.947628+00:00
187,Kittitas County Commercial Lead #6,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, TX",DISC-TX-KIT-106,2026-09-16T17:39:59.947628+00:00
188,Kittitas County Commercial Lead #7,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, TX",DISC-TX-KIT-107,2026-09-16T17:39:59.947628+00:00
7,"HOUSTON METROPOLITAN DANCE CENTER, INC",County Court Dockets & Filing Parties,info@metdance.org,VETTED (ARCHIVED),"Passed all scout qualification, MX deliverability, and commercial legitimacy checks",State of Texas (Statewide),,2026-09-16T17:22:03.072683+00:00
8,FUTURE FORTUNES INC,County Court Dockets & Filing Parties,office@futurefortunesinc.com,VETTED (ARCHIVED),"Passed all scout qualification, MX deliverability, and commercial legitimacy checks",State of Texas (Statewide),,2026-09-16T17:17:04.270667+00:00
9,Olfmailer,County Court Dockets & Filing Parties,ben@olfmailer.com,VETTED (CONVERSATIONAL_INTAKE),"Passed all scout qualification, MX deliverability, and commercial legitimacy checks",", ",,2026-09-16T17:16:45.865261+00:00
10,WHIRLPOOL CORPORATION,County Court Dockets & Filing Parties,dummy@dummy.com,VETTED (ARCHIVED),"Passed all scout qualification, MX deliverability, and commercial legitimacy checks",Statewide Commercial Finance & Business Registry,,2026-09-16T17:15:27.594971+00:00
11,NEWARK ENDOSCOPY ASSOC LLC THE,County Court Dockets & Filing Parties,,VETTED (ARCHIVED),"Passed all scout qualification, MX deliverability, and commercial legitimacy checks",Statewide Commercial Finance & Business Registry,,2026-09-16T17:12:44.806186+00:00
12,UNDERMAIN THEATRE,County Court Dockets & Filing Parties,mail@undermain.org,VETTED (ARCHIVED),"Passed all scout qualification, MX deliverability, and commercial legitimacy checks",State of Texas (Statewide),,2026-09-16T17:01:23.463133+00:00
13,OUR LADY OF THE GULF CATHOLIC CHURCH,County Court Dockets & Filing Parties,team@ourladyofthegulfcatholicchurch.com,VETTED (ARCHIVED),"Passed all scout qualification, MX deliverability, and commercial legitimacy checks",State of Texas (Statewide),,2026-09-16T16:59:09.040372+00:00
14,OUR LADY OF THE GULF CATHOLIC CHURCH,County Court Dockets & Filing Parties,support@contactout.com,VETTED (ARCHIVED),"Passed all scout qualification, MX deliverability, and commercial legitimacy checks",State of Texas (Statewide),,2026-09-16T16:58:46.781209+00:00
15,Real Sports App Law Group,County Court Dockets & Filing Parties,support@rocketreach.co,VETTED (ARCHIVED),"Passed all scout qualification, MX deliverability, and commercial legitimacy checks","Harris County, TX (Houston)",,2026-09-16T16:58:18.783538+00:00
16,Microsoft,County Court Dockets & Filing Parties,microsoft-noreply@microsoft.com,VETTED (CONVERSATIONAL_INTAKE),"Passed all scout qualification, MX deliverability, and commercial legitimacy checks",", ",,2026-09-16T00:09:04.452034+00:00
